"","drift","index","example","drifter","event_type"
"1",FALSE,1,"WELL1_2","dfr_multi_criteria","4"
"2",FALSE,2,"WELL1_2","dfr_multi_criteria","4"
"3",FALSE,3,"WELL1_2","dfr_multi_criteria","4"
"4",FALSE,4,"WELL1_2","dfr_multi_criteria","4"
"5",FALSE,5,"WELL1_2","dfr_multi_criteria","4"
"6",FALSE,6,"WELL1_2","dfr_multi_criteria","4"
"7",FALSE,7,"WELL1_2","dfr_multi_criteria","4"
"8",FALSE,8,"WELL1_2","dfr_multi_criteria","4"
"9",FALSE,9,"WELL1_2","dfr_multi_criteria","4"
"10",FALSE,10,"WELL1_2","dfr_multi_criteria","4"
"11",FALSE,11,"WELL1_2","dfr_multi_criteria","4"
"12",FALSE,12,"WELL1_2","dfr_multi_criteria","4"
"13",FALSE,13,"WELL1_2","dfr_multi_criteria","4"
"14",FALSE,14,"WELL1_2","dfr_multi_criteria","4"
"15",FALSE,15,"WELL1_2","dfr_multi_criteria","4"
"16",FALSE,16,"WELL1_2","dfr_multi_criteria","4"
"17",FALSE,17,"WELL1_2","dfr_multi_criteria","4"
"18",FALSE,18,"WELL1_2","dfr_multi_criteria","4"
"19",FALSE,19,"WELL1_2","dfr_multi_criteria","4"
"20",FALSE,20,"WELL1_2","dfr_multi_criteria","4"
"21",FALSE,21,"WELL1_2","dfr_multi_criteria","4"
"22",FALSE,22,"WELL1_2","dfr_multi_criteria","4"
"23",FALSE,23,"WELL1_2","dfr_multi_criteria","4"
"24",FALSE,24,"WELL1_2","dfr_multi_criteria","4"
"25",FALSE,25,"WELL1_2","dfr_multi_criteria","4"
"26",FALSE,26,"WELL1_2","dfr_multi_criteria","4"
"27",FALSE,27,"WELL1_2","dfr_multi_criteria","4"
"28",FALSE,28,"WELL1_2","dfr_multi_criteria","4"
"29",FALSE,29,"WELL1_2","dfr_multi_criteria","4"
"30",FALSE,30,"WELL1_2","dfr_multi_criteria","4"
"31",FALSE,31,"WELL1_2","dfr_multi_criteria","4"
"32",FALSE,32,"WELL1_2","dfr_multi_criteria","4"
"33",FALSE,33,"WELL1_2","dfr_multi_criteria","4"
"34",FALSE,34,"WELL1_2","dfr_multi_criteria","4"
"35",FALSE,35,"WELL1_2","dfr_multi_criteria","4"
"36",FALSE,36,"WELL1_2","dfr_multi_criteria","4"
"37",FALSE,37,"WELL1_2","dfr_multi_criteria","4"
"38",FALSE,38,"WELL1_2","dfr_multi_criteria","4"
