"","drift","index","example","drifter","event_type"
"1",FALSE,1,"WELL2","dfr_multi_criteria","1"
"2",FALSE,2,"WELL2","dfr_multi_criteria","1"
"3",FALSE,3,"WELL2","dfr_multi_criteria","1"
"4",FALSE,4,"WELL2","dfr_multi_criteria","1"
"5",FALSE,5,"WELL2","dfr_multi_criteria","1"
"6",FALSE,6,"WELL2","dfr_multi_criteria","1"
"7",FALSE,7,"WELL2","dfr_multi_criteria","1"
"8",FALSE,8,"WELL2","dfr_multi_criteria","1"
"9",FALSE,9,"WELL2","dfr_multi_criteria","1"
"10",FALSE,10,"WELL2","dfr_multi_criteria","1"
"11",FALSE,11,"WELL2","dfr_multi_criteria","1"
"12",FALSE,12,"WELL2","dfr_multi_criteria","1"
"13",FALSE,13,"WELL2","dfr_multi_criteria","1"
"14",FALSE,14,"WELL2","dfr_multi_criteria","1"
"15",FALSE,15,"WELL2","dfr_multi_criteria","1"
"16",FALSE,16,"WELL2","dfr_multi_criteria","1"
"17",FALSE,17,"WELL2","dfr_multi_criteria","1"
"18",FALSE,18,"WELL2","dfr_multi_criteria","1"
"19",FALSE,19,"WELL2","dfr_multi_criteria","1"
"20",FALSE,20,"WELL2","dfr_multi_criteria","1"
"21",FALSE,21,"WELL2","dfr_multi_criteria","1"
"22",FALSE,22,"WELL2","dfr_multi_criteria","1"
"23",FALSE,23,"WELL2","dfr_multi_criteria","1"
"24",FALSE,24,"WELL2","dfr_multi_criteria","1"
"25",FALSE,25,"WELL2","dfr_multi_criteria","1"
"26",FALSE,26,"WELL2","dfr_multi_criteria","1"
"27",FALSE,27,"WELL2","dfr_multi_criteria","1"
"28",FALSE,28,"WELL2","dfr_multi_criteria","1"
"29",FALSE,29,"WELL2","dfr_multi_criteria","1"
"30",FALSE,30,"WELL2","dfr_multi_criteria","1"
"31",FALSE,31,"WELL2","dfr_multi_criteria","1"
"32",FALSE,32,"WELL2","dfr_multi_criteria","1"
"33",FALSE,33,"WELL2","dfr_multi_criteria","1"
"34",FALSE,34,"WELL2","dfr_multi_criteria","1"
"35",FALSE,35,"WELL2","dfr_multi_criteria","1"
"36",FALSE,36,"WELL2","dfr_multi_criteria","1"
"37",FALSE,37,"WELL2","dfr_multi_criteria","1"
"38",FALSE,38,"WELL2","dfr_multi_criteria","1"
"39",FALSE,39,"WELL2","dfr_multi_criteria","1"
"40",FALSE,40,"WELL2","dfr_multi_criteria","1"
"41",FALSE,41,"WELL2","dfr_multi_criteria","1"
"42",FALSE,42,"WELL2","dfr_multi_criteria","1"
"43",FALSE,43,"WELL2","dfr_multi_criteria","1"
"44",FALSE,44,"WELL2","dfr_multi_criteria","1"
"45",FALSE,45,"WELL2","dfr_multi_criteria","1"
"46",FALSE,46,"WELL2","dfr_multi_criteria","1"
"47",FALSE,47,"WELL2","dfr_multi_criteria","1"
"48",FALSE,48,"WELL2","dfr_multi_criteria","1"
"49",FALSE,49,"WELL2","dfr_multi_criteria","1"
"50",FALSE,50,"WELL2","dfr_multi_criteria","1"
"51",FALSE,51,"WELL2","dfr_multi_criteria","1"
"52",FALSE,52,"WELL2","dfr_multi_criteria","1"
"53",FALSE,53,"WELL2","dfr_multi_criteria","1"
"54",FALSE,54,"WELL2","dfr_multi_criteria","1"
"55",FALSE,55,"WELL2","dfr_multi_criteria","1"
"56",FALSE,56,"WELL2","dfr_multi_criteria","1"
"57",FALSE,57,"WELL2","dfr_multi_criteria","1"
"58",FALSE,58,"WELL2","dfr_multi_criteria","1"
"59",FALSE,59,"WELL2","dfr_multi_criteria","1"
"60",FALSE,60,"WELL2","dfr_multi_criteria","1"
"61",FALSE,61,"WELL2","dfr_multi_criteria","1"
"62",FALSE,62,"WELL2","dfr_multi_criteria","1"
"63",FALSE,63,"WELL2","dfr_multi_criteria","1"
