"","drift","index","example","drifter","event_type"
"1",FALSE,1,"WELL16_1","dfr_multi_criteria","5"
"2",FALSE,2,"WELL16_1","dfr_multi_criteria","5"
"3",FALSE,3,"WELL16_1","dfr_multi_criteria","5"
"4",FALSE,4,"WELL16_1","dfr_multi_criteria","5"
"5",FALSE,5,"WELL16_1","dfr_multi_criteria","5"
"6",FALSE,6,"WELL16_1","dfr_multi_criteria","5"
"7",FALSE,7,"WELL16_1","dfr_multi_criteria","5"
"8",FALSE,8,"WELL16_1","dfr_multi_criteria","5"
"9",FALSE,9,"WELL16_1","dfr_multi_criteria","5"
"10",FALSE,10,"WELL16_1","dfr_multi_criteria","5"
"11",FALSE,11,"WELL16_1","dfr_multi_criteria","5"
"12",FALSE,12,"WELL16_1","dfr_multi_criteria","5"
"13",FALSE,13,"WELL16_1","dfr_multi_criteria","5"
"14",FALSE,14,"WELL16_1","dfr_multi_criteria","5"
"15",FALSE,15,"WELL16_1","dfr_multi_criteria","5"
"16",FALSE,16,"WELL16_1","dfr_multi_criteria","5"
"17",FALSE,17,"WELL16_1","dfr_multi_criteria","5"
"18",FALSE,18,"WELL16_1","dfr_multi_criteria","5"
"19",FALSE,19,"WELL16_1","dfr_multi_criteria","5"
"20",FALSE,20,"WELL16_1","dfr_multi_criteria","5"
"21",FALSE,21,"WELL16_1","dfr_multi_criteria","5"
"22",FALSE,22,"WELL16_1","dfr_multi_criteria","5"
"23",FALSE,23,"WELL16_1","dfr_multi_criteria","5"
"24",FALSE,24,"WELL16_1","dfr_multi_criteria","5"
"25",FALSE,25,"WELL16_1","dfr_multi_criteria","5"
"26",FALSE,26,"WELL16_1","dfr_multi_criteria","5"
"27",FALSE,27,"WELL16_1","dfr_multi_criteria","5"
"28",FALSE,28,"WELL16_1","dfr_multi_criteria","5"
"29",FALSE,29,"WELL16_1","dfr_multi_criteria","5"
"30",FALSE,30,"WELL16_1","dfr_multi_criteria","5"
"31",FALSE,31,"WELL16_1","dfr_multi_criteria","5"
"32",FALSE,32,"WELL16_1","dfr_multi_criteria","5"
"33",FALSE,33,"WELL16_1","dfr_multi_criteria","5"
"34",FALSE,34,"WELL16_1","dfr_multi_criteria","5"
"35",FALSE,35,"WELL16_1","dfr_multi_criteria","5"
"36",FALSE,36,"WELL16_1","dfr_multi_criteria","5"
"37",FALSE,37,"WELL16_1","dfr_multi_criteria","5"
"38",FALSE,38,"WELL16_1","dfr_multi_criteria","5"
"39",FALSE,39,"WELL16_1","dfr_multi_criteria","5"
"40",FALSE,40,"WELL16_1","dfr_multi_criteria","5"
"41",FALSE,41,"WELL16_1","dfr_multi_criteria","5"
"42",FALSE,42,"WELL16_1","dfr_multi_criteria","5"
"43",FALSE,43,"WELL16_1","dfr_multi_criteria","5"
"44",FALSE,44,"WELL16_1","dfr_multi_criteria","5"
"45",FALSE,45,"WELL16_1","dfr_multi_criteria","5"
"46",FALSE,46,"WELL16_1","dfr_multi_criteria","5"
"47",FALSE,47,"WELL16_1","dfr_multi_criteria","5"
"48",FALSE,48,"WELL16_1","dfr_multi_criteria","5"
"49",FALSE,49,"WELL16_1","dfr_multi_criteria","5"
"50",FALSE,50,"WELL16_1","dfr_multi_criteria","5"
"51",FALSE,51,"WELL16_1","dfr_multi_criteria","5"
"52",FALSE,52,"WELL16_1","dfr_multi_criteria","5"
"53",FALSE,53,"WELL16_1","dfr_multi_criteria","5"
"54",FALSE,54,"WELL16_1","dfr_multi_criteria","5"
"55",FALSE,55,"WELL16_1","dfr_multi_criteria","5"
"56",FALSE,56,"WELL16_1","dfr_multi_criteria","5"
"57",FALSE,57,"WELL16_1","dfr_multi_criteria","5"
"58",FALSE,58,"WELL16_1","dfr_multi_criteria","5"
"59",FALSE,59,"WELL16_1","dfr_multi_criteria","5"
"60",FALSE,60,"WELL16_1","dfr_multi_criteria","5"
"61",FALSE,61,"WELL16_1","dfr_multi_criteria","5"
