"","drift","index","example","drifter","event_type"
"1",FALSE,1,"WELL6_2","dfr_multi_criteria","7"
"2",FALSE,2,"WELL6_2","dfr_multi_criteria","7"
"3",FALSE,3,"WELL6_2","dfr_multi_criteria","7"
"4",FALSE,4,"WELL6_2","dfr_multi_criteria","7"
"5",FALSE,5,"WELL6_2","dfr_multi_criteria","7"
"6",FALSE,6,"WELL6_2","dfr_multi_criteria","7"
"7",FALSE,7,"WELL6_2","dfr_multi_criteria","7"
"8",FALSE,8,"WELL6_2","dfr_multi_criteria","7"
"9",FALSE,9,"WELL6_2","dfr_multi_criteria","7"
"10",FALSE,10,"WELL6_2","dfr_multi_criteria","7"
"11",FALSE,11,"WELL6_2","dfr_multi_criteria","7"
"12",FALSE,12,"WELL6_2","dfr_multi_criteria","7"
"13",FALSE,13,"WELL6_2","dfr_multi_criteria","7"
"14",FALSE,14,"WELL6_2","dfr_multi_criteria","7"
"15",FALSE,15,"WELL6_2","dfr_multi_criteria","7"
"16",FALSE,16,"WELL6_2","dfr_multi_criteria","7"
"17",FALSE,17,"WELL6_2","dfr_multi_criteria","7"
"18",FALSE,18,"WELL6_2","dfr_multi_criteria","7"
"19",FALSE,19,"WELL6_2","dfr_multi_criteria","7"
"20",FALSE,20,"WELL6_2","dfr_multi_criteria","7"
"21",FALSE,21,"WELL6_2","dfr_multi_criteria","7"
"22",FALSE,22,"WELL6_2","dfr_multi_criteria","7"
"23",FALSE,23,"WELL6_2","dfr_multi_criteria","7"
"24",FALSE,24,"WELL6_2","dfr_multi_criteria","7"
"25",FALSE,25,"WELL6_2","dfr_multi_criteria","7"
"26",FALSE,26,"WELL6_2","dfr_multi_criteria","7"
"27",FALSE,27,"WELL6_2","dfr_multi_criteria","7"
"28",FALSE,28,"WELL6_2","dfr_multi_criteria","7"
"29",FALSE,29,"WELL6_2","dfr_multi_criteria","7"
"30",FALSE,30,"WELL6_2","dfr_multi_criteria","7"
"31",FALSE,31,"WELL6_2","dfr_multi_criteria","7"
"32",FALSE,32,"WELL6_2","dfr_multi_criteria","7"
"33",FALSE,33,"WELL6_2","dfr_multi_criteria","7"
"34",FALSE,34,"WELL6_2","dfr_multi_criteria","7"
"35",FALSE,35,"WELL6_2","dfr_multi_criteria","7"
"36",FALSE,36,"WELL6_2","dfr_multi_criteria","7"
"37",FALSE,37,"WELL6_2","dfr_multi_criteria","7"
"38",FALSE,38,"WELL6_2","dfr_multi_criteria","7"
"39",FALSE,39,"WELL6_2","dfr_multi_criteria","7"
"40",FALSE,40,"WELL6_2","dfr_multi_criteria","7"
"41",FALSE,41,"WELL6_2","dfr_multi_criteria","7"
"42",FALSE,42,"WELL6_2","dfr_multi_criteria","7"
"43",FALSE,43,"WELL6_2","dfr_multi_criteria","7"
"44",FALSE,44,"WELL6_2","dfr_multi_criteria","7"
"45",FALSE,45,"WELL6_2","dfr_multi_criteria","7"
"46",FALSE,46,"WELL6_2","dfr_multi_criteria","7"
"47",FALSE,47,"WELL6_2","dfr_multi_criteria","7"
"48",FALSE,48,"WELL6_2","dfr_multi_criteria","7"
"49",FALSE,49,"WELL6_2","dfr_multi_criteria","7"
"50",FALSE,50,"WELL6_2","dfr_multi_criteria","7"
"51",FALSE,51,"WELL6_2","dfr_multi_criteria","7"
"52",FALSE,52,"WELL6_2","dfr_multi_criteria","7"
"53",FALSE,53,"WELL6_2","dfr_multi_criteria","7"
"54",FALSE,54,"WELL6_2","dfr_multi_criteria","7"
"55",FALSE,55,"WELL6_2","dfr_multi_criteria","7"
"56",FALSE,56,"WELL6_2","dfr_multi_criteria","7"
"57",FALSE,57,"WELL6_2","dfr_multi_criteria","7"
"58",FALSE,58,"WELL6_2","dfr_multi_criteria","7"
"59",FALSE,59,"WELL6_2","dfr_multi_criteria","7"
"60",FALSE,60,"WELL6_2","dfr_multi_criteria","7"
"61",FALSE,61,"WELL6_2","dfr_multi_criteria","7"
"62",FALSE,62,"WELL6_2","dfr_multi_criteria","7"
"63",FALSE,63,"WELL6_2","dfr_multi_criteria","7"
"64",FALSE,64,"WELL6_2","dfr_multi_criteria","7"
"65",FALSE,65,"WELL6_2","dfr_multi_criteria","7"
"66",FALSE,66,"WELL6_2","dfr_multi_criteria","7"
"67",FALSE,67,"WELL6_2","dfr_multi_criteria","7"
"68",FALSE,68,"WELL6_2","dfr_multi_criteria","7"
"69",FALSE,69,"WELL6_2","dfr_multi_criteria","7"
"70",FALSE,70,"WELL6_2","dfr_multi_criteria","7"
"71",FALSE,71,"WELL6_2","dfr_multi_criteria","7"
"72",FALSE,72,"WELL6_2","dfr_multi_criteria","7"
"73",FALSE,73,"WELL6_2","dfr_multi_criteria","7"
"74",FALSE,74,"WELL6_2","dfr_multi_criteria","7"
"75",FALSE,75,"WELL6_2","dfr_multi_criteria","7"
"76",FALSE,76,"WELL6_2","dfr_multi_criteria","7"
"77",FALSE,77,"WELL6_2","dfr_multi_criteria","7"
"78",FALSE,78,"WELL6_2","dfr_multi_criteria","7"
"79",FALSE,79,"WELL6_2","dfr_multi_criteria","7"
"80",FALSE,80,"WELL6_2","dfr_multi_criteria","7"
"81",FALSE,81,"WELL6_2","dfr_multi_criteria","7"
"82",FALSE,82,"WELL6_2","dfr_multi_criteria","7"
"83",FALSE,83,"WELL6_2","dfr_multi_criteria","7"
"84",FALSE,84,"WELL6_2","dfr_multi_criteria","7"
"85",FALSE,85,"WELL6_2","dfr_multi_criteria","7"
"86",FALSE,86,"WELL6_2","dfr_multi_criteria","7"
"87",FALSE,87,"WELL6_2","dfr_multi_criteria","7"
"88",FALSE,88,"WELL6_2","dfr_multi_criteria","7"
"89",FALSE,89,"WELL6_2","dfr_multi_criteria","7"
"90",FALSE,90,"WELL6_2","dfr_multi_criteria","7"
"91",FALSE,91,"WELL6_2","dfr_multi_criteria","7"
"92",FALSE,92,"WELL6_2","dfr_multi_criteria","7"
"93",FALSE,93,"WELL6_2","dfr_multi_criteria","7"
"94",FALSE,94,"WELL6_2","dfr_multi_criteria","7"
"95",FALSE,95,"WELL6_2","dfr_multi_criteria","7"
"96",FALSE,96,"WELL6_2","dfr_multi_criteria","7"
"97",FALSE,97,"WELL6_2","dfr_multi_criteria","7"
"98",FALSE,98,"WELL6_2","dfr_multi_criteria","7"
"99",FALSE,99,"WELL6_2","dfr_multi_criteria","7"
"100",FALSE,100,"WELL6_2","dfr_multi_criteria","7"
"101",FALSE,101,"WELL6_2","dfr_multi_criteria","7"
"102",FALSE,102,"WELL6_2","dfr_multi_criteria","7"
"103",FALSE,103,"WELL6_2","dfr_multi_criteria","7"
"104",FALSE,104,"WELL6_2","dfr_multi_criteria","7"
"105",FALSE,105,"WELL6_2","dfr_multi_criteria","7"
"106",FALSE,106,"WELL6_2","dfr_multi_criteria","7"
"107",FALSE,107,"WELL6_2","dfr_multi_criteria","7"
"108",FALSE,108,"WELL6_2","dfr_multi_criteria","7"
"109",FALSE,109,"WELL6_2","dfr_multi_criteria","7"
