"","drift","index","example","drifter","event_type"
"1",FALSE,1,"WELL14_1","dfr_multi_criteria","3"
"2",FALSE,2,"WELL14_1","dfr_multi_criteria","3"
"3",FALSE,3,"WELL14_1","dfr_multi_criteria","3"
"4",FALSE,4,"WELL14_1","dfr_multi_criteria","3"
"5",FALSE,5,"WELL14_1","dfr_multi_criteria","3"
"6",FALSE,6,"WELL14_1","dfr_multi_criteria","3"
"7",FALSE,7,"WELL14_1","dfr_multi_criteria","3"
"8",FALSE,8,"WELL14_1","dfr_multi_criteria","3"
"9",FALSE,9,"WELL14_1","dfr_multi_criteria","3"
"10",FALSE,10,"WELL14_1","dfr_multi_criteria","3"
"11",FALSE,11,"WELL14_1","dfr_multi_criteria","3"
"12",FALSE,12,"WELL14_1","dfr_multi_criteria","3"
"13",FALSE,13,"WELL14_1","dfr_multi_criteria","3"
"14",FALSE,14,"WELL14_1","dfr_multi_criteria","3"
"15",FALSE,15,"WELL14_1","dfr_multi_criteria","3"
"16",FALSE,16,"WELL14_1","dfr_multi_criteria","3"
"17",FALSE,17,"WELL14_1","dfr_multi_criteria","3"
"18",FALSE,18,"WELL14_1","dfr_multi_criteria","3"
"19",FALSE,19,"WELL14_1","dfr_multi_criteria","3"
"20",FALSE,20,"WELL14_1","dfr_multi_criteria","3"
"21",FALSE,21,"WELL14_1","dfr_multi_criteria","3"
"22",FALSE,22,"WELL14_1","dfr_multi_criteria","3"
"23",FALSE,23,"WELL14_1","dfr_multi_criteria","3"
"24",FALSE,24,"WELL14_1","dfr_multi_criteria","3"
"25",FALSE,25,"WELL14_1","dfr_multi_criteria","3"
"26",FALSE,26,"WELL14_1","dfr_multi_criteria","3"
"27",FALSE,27,"WELL14_1","dfr_multi_criteria","3"
"28",FALSE,28,"WELL14_1","dfr_multi_criteria","3"
"29",FALSE,29,"WELL14_1","dfr_multi_criteria","3"
"30",FALSE,30,"WELL14_1","dfr_multi_criteria","3"
"31",FALSE,31,"WELL14_1","dfr_multi_criteria","3"
"32",FALSE,32,"WELL14_1","dfr_multi_criteria","3"
"33",FALSE,33,"WELL14_1","dfr_multi_criteria","3"
"34",FALSE,34,"WELL14_1","dfr_multi_criteria","3"
"35",FALSE,35,"WELL14_1","dfr_multi_criteria","3"
"36",FALSE,36,"WELL14_1","dfr_multi_criteria","3"
"37",FALSE,37,"WELL14_1","dfr_multi_criteria","3"
"38",FALSE,38,"WELL14_1","dfr_multi_criteria","3"
"39",FALSE,39,"WELL14_1","dfr_multi_criteria","3"
"40",FALSE,40,"WELL14_1","dfr_multi_criteria","3"
"41",FALSE,41,"WELL14_1","dfr_multi_criteria","3"
"42",FALSE,42,"WELL14_1","dfr_multi_criteria","3"
"43",FALSE,43,"WELL14_1","dfr_multi_criteria","3"
"44",FALSE,44,"WELL14_1","dfr_multi_criteria","3"
"45",FALSE,45,"WELL14_1","dfr_multi_criteria","3"
"46",FALSE,46,"WELL14_1","dfr_multi_criteria","3"
"47",FALSE,47,"WELL14_1","dfr_multi_criteria","3"
"48",FALSE,48,"WELL14_1","dfr_multi_criteria","3"
"49",FALSE,49,"WELL14_1","dfr_multi_criteria","3"
